system   D            wsystem.c:583  maybe_parent_dir                 [   0.00063] Also searching C:\Users\polack-admin\Desktop\Sprite Tester\
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20911] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20912] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20913] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20913] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.20919] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.20920] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.20921] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.20922] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.20923] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20938] added dtor for object 040D02E8, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.21892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.21896] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.22367] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.22372] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22426] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22428] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22429] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22430] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22430] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22431] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22432] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22433] Fake format
d3d      D         d3d_disp.cpp:1356 real_choose_bitmap_format        [   0.22434] Fake format
d3d      D         d3d_disp.cpp:1364 real_choose_bitmap_format        [   0.22434] Alpha doesn't match
d3d      D         d3d_disp.cpp:1371 real_choose_bitmap_format        [   0.22435] Adapter format is 23
d3d      D         d3d_disp.cpp:1374 real_choose_bitmap_format        [   0.22436] Found a format
d3d      I         d3d_disp.cpp:2448 _al_d3d_create_bitmap            [   0.22437] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.22458] added dtor for object 040F3788, func 5105256D
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.23772] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.23776] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.24236] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.24239] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.35482] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.35489] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.36089] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.36095] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.36869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.36876] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.37065] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.37071] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.37258] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.37265] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.37463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.37469] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.37676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.37683] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.37892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.37898] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.38267] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.38273] _al_d3d_sync_bitmap (video) ref count == 2
